SaleID,Date,StoreID,ProductID,Qty,SalePrice,DiscountPct,PaymentMethod
SALE0445,2024-02-22,S005,P006,5,31568.67,0,Card
SALE0446,2024-05-22,S004,P035,15,2181.17,5,UPI
SALE0447,2024-01-16,S001,P011,16,3801.5,0,EMI
SALE0448,2024-05-29,S002,P023,17,64.07,0,Cash
SALE0449,2024-04-11,S001,P020,4,349.24,15,UPI
SALE0450,2024-06-05,S002,P028,17,1425.2,0,UPI
SALE0451,2024-03-10,S004,P017,8,376.88,0,UPI
SALE0452,2024-06-02,S004,P014,11,1341.42,15,Card
SALE0453,2024-05-01,S005,P001,1,75265.32,15,Card
SALE0454,2024-06-27,S005,P027,16,632.32,10,Cash
SALE0455,2024-01-08,S005,P005,15,2580.7,0,EMI
SALE0456,2024-04-09,S003,P039,6,818.72,15,Cash
SALE0457,2024-04-04,S004,P008,7,3685.39,0,Cash
SALE0458,2024-02-19,S003,P018,3,301.42,15,UPI
SALE0459,2024-05-06,S002,P015,12,3606.21,5,Card
SALE0460,2024-06-12,S002,P001,13,56680.86,0,EMI
SALE0461,2024-02-19,S005,P011,19,4390.75,10,Card
SALE0462,2024-02-02,S005,P005,3,2107.65,10,Card
SALE0463,2024-02-19,S003,P034,1,6044.48,15,UPI
SALE0464,2024-01-01,S004,P036,14,554.08,15,Cash
SALE0465,2024-04-14,S004,P021,9,97.37,10,EMI
SALE0466,2024-05-12,S003,P032,2,1134.71,0,Cash
SALE0467,2024-05-16,S004,P018,15,253.06,5,Card
SALE0468,2024-05-26,S001,P022,1,314.32,0,EMI
SALE0469,2024-02-20,S002,P005,6,2282.86,0,Cash
SALE0470,2024-04-20,S004,P002,1,25956.26,15,UPI
SALE0471,2024-01-28,S002,P017,16,322.94,0,Cash
SALE0472,2024-03-01,S005,P022,3,293.83,10,EMI
SALE0473,2024-05-28,S004,P007,4,980.93,0,Cash
SALE0474,2024-06-26,S003,P025,3,1062.17,0,EMI
SALE0475,2024-06-05,S003,P004,14,14384.1,15,Cash
SALE0476,2024-03-16,S001,P036,13,509.0,10,EMI
SALE0477,2024-06-17,S005,P015,20,3565.8,5,EMI
SALE0478,2024-06-07,S005,P028,4,1154.9,15,Cash
SALE0479,2024-03-25,S005,P030,19,1333.83,0,Cash
SALE0480,2024-05-31,S001,P039,7,835.73,0,UPI
SALE0481,2024-05-03,S004,P023,20,68.12,0,Card
SALE0482,2024-02-02,S001,P003,10,5091.05,10,UPI
SALE0483,2024-05-18,S005,P020,5,273.03,0,UPI
SALE0484,2024-01-03,S003,P019,17,187.07,15,Card
SALE0485,2024-05-09,S002,P004,18,19205.04,5,UPI
SALE0486,2024-06-12,S002,P013,7,1374.61,0,Card
SALE0487,2024-06-02,S004,P031,11,905.84,10,UPI
SALE0488,2024-04-17,S003,P040,11,855.43,5,Cash
SALE0489,2024-01-01,S002,P032,8,1066.78,5,Card
SALE0490,2024-03-25,S004,P016,13,519.78,0,Cash
SALE0491,2024-01-19,S001,P024,12,37.94,0,Card
SALE0492,2024-02-19,S004,P019,19,208.22,0,Cash
SALE0493,2024-02-20,S002,P002,10,22201.87,0,Card
SALE0494,2024-03-03,S005,P022,6,238.44,0,UPI
SALE0495,2024-06-22,S001,P007,5,1101.57,0,UPI
SALE0496,2024-04-26,S003,P014,8,1546.34,0,Card
SALE0497,2024-04-21,S005,P034,3,4440.69,0,Card
SALE0498,2024-04-06,S005,P013,12,1166.4,5,Card
SALE0499,2024-05-30,S005,P003,7,5567.44,0,Card
SALE0500,2024-01-14,S002,P021,9,127.56,10,EMI
SALE0501,2024-04-30,S001,P014,20,1369.81,10,EMI
SALE0502,2024-05-07,S003,P033,17,1541.65,0,UPI
SALE0503,2024-05-06,S004,P034,16,4715.82,5,Cash
SALE0504,2024-02-21,S002,P014,15,1832.2,5,Card
SALE0505,2024-04-06,S004,P020,19,274.13,0,UPI
SALE0506,2024-02-04,S001,P036,3,488.91,10,UPI
SALE0507,2024-01-11,S005,P015,15,4339.97,0,EMI
SALE0508,2024-04-20,S004,P029,14,2063.31,5,UPI
SALE0509,2024-01-07,S004,P018,6,265.19,0,Cash
SALE0510,2024-03-16,S001,P023,17,69.81,15,Cash
SALE0511,2024-01-26,S002,P018,4,229.37,0,Card
SALE0512,2024-06-21,S002,P022,11,243.6,15,UPI
SALE0513,2024-02-05,S005,P013,18,1431.24,0,UPI
SALE0514,2024-04-13,S003,P019,13,202.33,15,Cash
SALE0515,2024-02-08,S005,P031,13,726.39,15,Card
SALE0516,2024-05-12,S002,P031,19,886.86,5,EMI
SALE0517,2024-03-21,S001,P022,7,260.68,15,EMI
SALE0518,2024-04-25,S004,P014,18,1349.67,0,Card
SALE0519,2024-05-07,S001,P020,12,294.5,5,EMI
SALE0520,2024-03-17,S005,P026,11,1752.27,10,Cash
SALE0521,2024-03-25,S002,P009,19,508.02,10,EMI
SALE0522,2024-04-10,S002,P025,3,976.67,0,EMI
SALE0523,2024-05-25,S003,P007,15,1208.52,0,Cash
SALE0524,2024-06-21,S001,P011,18,3660.17,15,EMI
SALE0525,2024-02-20,S002,P002,3,28817.15,5,UPI
SALE0526,2024-03-15,S002,P014,17,1372.76,0,UPI
SALE0527,2024-02-13,S001,P034,11,5801.67,5,EMI
SALE0528,2024-02-03,S001,P011,18,4015.87,15,Cash
SALE0529,2024-02-03,S002,P025,7,899.23,15,EMI
SALE0530,2024-05-27,S005,P011,10,4265.65,10,EMI
SALE0531,2024-01-02,S002,P018,5,265.58,5,Card
SALE0532,2024-05-25,S003,P034,16,5068.12,10,Cash
SALE0533,2024-06-14,S003,P006,15,31255.46,15,UPI
SALE0534,2024-02-14,S005,P026,14,1547.22,10,EMI
SALE0535,2024-06-17,S004,P030,6,1604.63,0,EMI
SALE0536,2024-02-10,S002,P003,9,5617.07,10,UPI
SALE0537,2024-05-06,S002,P005,14,2858.67,10,Cash
SALE0538,2024-01-27,S001,P024,17,49.94,0,EMI
SALE0539,2024-03-05,S002,P029,7,2170.48,5,Cash
SALE0540,2024-04-07,S004,P005,11,2644.7,0,EMI
SALE0541,2024-03-05,S001,P003,4,5310.93,0,UPI
SALE0542,2024-04-28,S004,P030,3,1275.0,15,Card
SALE0543,2024-04-30,S002,P029,9,2429.98,0,Cash
SALE0544,2024-02-15,S001,P039,10,632.24,15,EMI
SALE0545,2024-06-20,S001,P011,1,4398.44,0,EMI
SALE0546,2024-02-25,S002,P023,2,79.24,10,Card
SALE0547,2024-06-11,S001,P029,17,2274.86,15,Cash
SALE0548,2024-04-23,S003,P025,2,998.62,0,EMI
SALE0549,2024-04-05,S002,P013,8,1113.84,0,EMI
SALE0550,2024-03-27,S001,P002,7,26740.8,0,Card
SALE0551,2024-02-12,S002,P007,2,1116.69,0,UPI
SALE0552,2024-06-09,S005,P021,7,117.59,10,EMI
SALE0553,2024-02-29,S001,P028,7,1052.63,0,Card
SALE0554,2024-06-16,S004,P001,11,54354.21,0,EMI
SALE0555,2024-06-17,S001,P015,9,4552.44,0,Cash
SALE0556,2024-04-15,S002,P005,10,2663.44,5,Cash
SALE0557,2024-02-13,S005,P035,9,3035.5,10,UPI
SALE0558,2024-03-26,S002,P025,6,1011.42,15,UPI
SALE0559,2024-03-26,S001,P031,1,835.87,10,EMI
SALE0560,2024-06-12,S005,P025,8,965.96,15,Cash
SALE0561,2024-06-06,S001,P015,4,4026.05,15,EMI
SALE0562,2024-01-21,S005,P016,2,505.72,5,UPI
SALE0563,2024-04-06,S002,P013,7,1310.8,0,EMI
SALE0564,2024-03-12,S002,P022,11,281.2,0,EMI
SALE0565,2024-02-28,S001,P019,11,171.28,0,Cash
SALE0566,2024-06-04,S002,P016,13,585.37,0,EMI
SALE0567,2024-05-05,S001,P001,3,76492.91,0,Card
SALE0568,2024-01-24,S002,P014,6,1675.5,0,Card
SALE0569,2024-04-19,S001,P033,15,1456.43,15,Card
SALE0570,2024-02-15,S004,P016,20,528.83,0,EMI
SALE0571,2024-05-03,S003,P013,3,1448.46,0,EMI
SALE0572,2024-04-30,S002,P025,15,938.15,10,EMI
SALE0573,2024-01-06,S004,P010,13,1712.91,0,UPI
SALE0574,2024-02-09,S005,P039,18,789.38,0,EMI
SALE0575,2024-04-26,S003,P030,10,1431.58,10,EMI
SALE0576,2024-02-04,S003,P005,16,2166.94,0,Cash
SALE0577,2024-04-05,S005,P001,16,63583.54,5,EMI
SALE0578,2024-05-05,S004,P024,10,47.89,10,Cash
SALE0579,2024-02-01,S001,P027,13,667.35,0,Card
SALE0580,2024-03-30,S003,P028,17,1316.57,15,UPI
SALE0581,2024-04-18,S004,P004,8,15457.61,0,UPI
SALE0582,2024-03-07,S002,P002,20,24726.34,15,Card
SALE0583,2024-06-03,S002,P017,19,413.71,0,Cash
SALE0584,2024-06-13,S001,P008,13,3622.4,10,Cash
SALE0585,2024-04-18,S002,P034,6,5746.66,0,UPI
SALE0586,2024-06-17,S005,P033,13,1609.58,15,EMI
SALE0587,2024-06-11,S001,P006,19,36332.2,0,Card
SALE0588,2024-04-11,S002,P018,10,223.09,0,EMI
SALE0589,2024-01-18,S001,P001,14,66414.28,15,UPI
SALE0590,2024-02-15,S002,P028,12,1087.86,0,Card
SALE0591,2024-05-08,S002,P032,4,980.34,0,Card
SALE0592,2024-02-16,S001,P013,7,1140.29,5,EMI
SALE0593,2024-06-11,S001,P040,6,826.78,0,EMI
SALE0594,2024-01-17,S003,P008,11,3128.25,0,EMI
SALE0595,2024-01-03,S001,P032,2,914.55,0,Cash
SALE0596,2024-05-13,S002,P007,1,1100.23,10,UPI
SALE0597,2024-03-27,S004,P032,20,972.78,0,UPI
SALE0598,2024-04-02,S002,P021,13,107.69,0,UPI
SALE0599,2024-01-01,S001,P022,15,302.88,5,Card
SALE0600,2024-02-01,S005,P002,17,23146.97,15,Card
SALE0601,2024-06-07,S004,P024,16,45.84,15,Card
SALE0602,2024-01-05,S003,P001,12,74606.79,15,UPI
SALE0603,2024-06-04,S002,P029,16,2088.56,10,Cash
SALE0604,2024-05-01,S004,P023,4,75.31,0,Card
SALE0605,2024-05-26,S005,P010,17,1464.43,5,Cash
SALE0606,2024-04-29,S005,P020,6,356.59,0,EMI
SALE0607,2024-03-03,S002,P035,7,2300.99,15,Cash
SALE0608,2024-01-08,S004,P007,6,1327.77,0,EMI
SALE0609,2024-03-06,S002,P018,16,314.5,15,Cash
SALE0610,2024-06-11,S005,P009,16,414.49,15,UPI
SALE0611,2024-06-02,S005,P015,3,4543.25,5,EMI
SALE0612,2024-02-29,S004,P036,8,482.13,0,Cash
SALE0613,2024-03-28,S001,P008,19,4346.89,15,Cash
SALE0614,2024-02-02,S003,P037,11,690.19,10,Cash
SALE0615,2024-05-31,S001,P020,18,277.77,5,EMI
SALE0616,2024-06-22,S003,P021,5,113.37,10,Card
SALE0617,2024-01-03,S004,P007,18,1296.25,0,Card
SALE0618,2024-05-07,S002,P019,15,158.62,0,Card
SALE0619,2024-03-22,S005,P003,10,4946.07,15,Cash
SALE0620,2024-05-02,S005,P018,7,270.35,15,EMI
SALE0621,2024-02-09,S003,P004,7,19140.39,0,Cash
SALE0622,2024-04-10,S004,P012,10,3086.6,15,Card
SALE0623,2024-04-10,S005,P002,11,24429.92,5,UPI
SALE0624,2024-01-19,S004,P026,17,1837.12,0,Card
SALE0625,2024-01-25,S004,P036,5,494.25,10,Cash
SALE0626,2024-06-16,S004,P020,6,320.98,5,EMI
SALE0627,2024-02-23,S002,P019,7,201.19,0,Cash
SALE0628,2024-01-27,S005,P024,5,43.59,5,Card
SALE0629,2024-04-01,S001,P004,16,15076.27,0,Cash
SALE0630,2024-05-31,S003,P033,14,1823.54,15,EMI
SALE0631,2024-01-31,S001,P016,8,559.47,0,Card
SALE0632,2024-04-28,S001,P025,13,887.33,15,EMI
SALE0633,2024-01-31,S001,P024,4,38.8,5,Card
SALE0634,2024-05-26,S005,P002,19,24941.95,15,Cash
SALE0635,2024-04-08,S002,P038,16,2723.14,15,EMI
SALE0636,2024-02-02,S005,P020,4,292.87,15,Card
SALE0637,2024-04-10,S001,P026,18,1892.18,10,EMI
SALE0638,2024-05-29,S005,P005,18,2616.73,15,Cash
SALE0639,2024-02-16,S001,P014,20,1734.92,0,EMI
SALE0640,2024-01-11,S001,P021,5,115.59,15,Card
SALE0641,2024-03-06,S005,P006,2,28159.52,0,UPI
SALE0642,2024-02-13,S005,P024,14,53.37,15,Cash
SALE0643,2024-01-12,S003,P016,17,664.86,0,EMI
SALE0644,2024-05-05,S005,P009,11,489.44,0,Card
SALE0645,2024-03-01,S001,P007,2,1023.1,0,Card
SALE0646,2024-05-21,S005,P009,7,501.42,0,Card
SALE0647,2024-01-20,S004,P040,18,887.63,5,Card
SALE0648,2024-01-22,S004,P026,9,1806.63,15,Card
SALE0649,2024-01-19,S002,P035,9,3069.33,15,Card
SALE0650,2024-06-17,S005,P024,17,47.31,5,Card
SALE0651,2024-04-07,S004,P021,1,131.23,0,Cash
SALE0652,2024-05-16,S001,P018,4,288.63,5,Cash
SALE0653,2024-04-02,S001,P022,11,294.05,0,Card
SALE0654,2024-01-26,S001,P018,13,317.21,0,EMI
SALE0655,2024-02-14,S001,P007,17,1245.25,0,EMI
SALE0656,2024-03-30,S005,P007,19,1301.61,10,UPI
SALE0657,2024-01-13,S001,P039,6,682.8,5,Card
SALE0658,2024-05-21,S005,P023,20,78.98,5,EMI
SALE0659,2024-03-07,S002,P038,1,2464.61,15,Card
SALE0660,2024-04-06,S002,P009,19,526.33,0,UPI
SALE0661,2024-04-17,S005,P016,15,515.17,0,EMI
SALE0662,2024-03-11,S003,P033,14,1573.06,15,Card
SALE0663,2024-03-19,S001,P020,14,342.55,0,Cash
SALE0664,2024-01-24,S002,P005,6,2496.54,0,UPI
SALE0665,2024-01-03,S004,P036,14,560.87,15,Card
SALE0666,2024-05-11,S004,P031,18,861.55,5,Cash
SALE0667,2024-01-02,S002,P040,14,1043.15,15,UPI
SALE0668,2024-06-24,S005,P016,20,485.97,5,Card
SALE0669,2024-02-14,S002,P034,3,4897.08,0,UPI
SALE0670,2024-05-06,S004,P004,13,15020.64,0,UPI
SALE0671,2024-01-31,S005,P016,10,539.25,0,UPI
SALE0672,2024-06-10,S001,P014,19,1560.23,0,Cash
SALE0673,2024-05-04,S005,P030,2,1421.19,10,EMI
SALE0674,2024-03-31,S003,P022,4,220.21,15,Card
SALE0675,2024-01-03,S003,P026,4,1657.49,0,Cash
SALE0676,2024-02-09,S005,P034,14,4450.51,5,Cash
SALE0677,2024-02-27,S003,P010,16,1692.79,0,UPI
SALE0678,2024-05-17,S002,P028,9,1053.86,5,EMI
SALE0679,2024-03-31,S002,P011,14,3406.34,15,Card
SALE0680,2024-03-13,S002,P008,2,3267.92,5,UPI
SALE0681,2024-06-19,S002,P003,7,5733.24,15,UPI
SALE0682,2024-05-05,S004,P008,18,3753.86,15,Card
SALE0683,2024-05-08,S004,P021,13,97.76,0,Cash
SALE0684,2024-03-29,S002,P009,17,401.18,15,Card
SALE0685,2024-04-19,S003,P004,20,18467.71,5,EMI
SALE0686,2024-05-04,S003,P019,3,198.38,0,Card
SALE0687,2024-03-04,S002,P033,9,1710.33,0,Card
SALE0688,2024-05-01,S002,P028,4,1313.08,10,Card
SALE0689,2024-06-10,S005,P013,5,1126.94,0,EMI
SALE0690,2024-02-19,S003,P003,5,4811.8,10,Card
SALE0691,2024-04-07,S001,P006,14,33359.68,15,Card
SALE0692,2024-04-19,S003,P015,16,3644.11,5,Cash
SALE0693,2024-03-09,S001,P020,12,287.89,0,EMI
SALE0694,2024-01-13,S003,P016,6,485.66,0,UPI
SALE0695,2024-04-30,S003,P014,9,1858.45,0,EMI
SALE0696,2024-05-05,S003,P012,12,2475.65,0,Cash
SALE0697,2024-02-03,S005,P001,11,62549.42,0,UPI
SALE0698,2024-02-23,S003,P016,19,556.86,0,Card
SALE0699,2024-01-11,S001,P039,19,852.41,15,Card
SALE0700,2024-01-26,S004,P013,3,1444.36,10,UPI
SALE0701,2024-02-21,S004,P020,18,337.0,0,Card
SALE0702,2024-05-20,S004,P013,9,1421.98,10,UPI
SALE0703,2024-06-10,S004,P024,4,52.29,0,EMI
SALE0704,2024-05-08,S005,P027,1,509.36,0,Card
SALE0705,2024-05-24,S001,P019,2,200.55,15,Card
SALE0706,2024-06-24,S004,P026,18,1924.22,0,Card
SALE0707,2024-04-08,S005,P029,18,2381.88,5,UPI
SALE0708,2024-01-01,S002,P014,6,1663.49,10,Cash
SALE0709,2024-05-08,S004,P033,17,1427.07,0,UPI
SALE0710,2024-01-31,S005,P018,6,244.13,10,Card
SALE0711,2024-06-12,S001,P019,5,210.12,0,Card
SALE0712,2024-06-13,S001,P018,8,318.18,0,Cash
SALE0713,2024-06-10,S003,P001,20,76929.19,0,Cash
SALE0714,2024-02-04,S003,P036,14,602.57,0,UPI
SALE0715,2024-04-01,S001,P004,8,18425.42,0,Card
SALE0716,2024-05-17,S001,P017,19,306.16,15,EMI
SALE0717,2024-05-21,S005,P017,7,396.54,0,UPI
SALE0718,2024-05-28,S002,P018,13,237.52,0,EMI
SALE0719,2024-05-02,S002,P024,3,45.53,5,Card
SALE0720,2024-05-25,S002,P012,16,3048.04,0,UPI
SALE0721,2024-02-11,S003,P002,6,27975.02,15,Card
SALE0722,2024-01-19,S002,P005,14,2209.95,15,EMI
SALE0723,2024-02-05,S005,P007,1,1193.83,5,EMI
SALE0724,2024-01-04,S001,P002,2,21825.27,0,UPI
SALE0725,2024-01-04,S005,P010,1,2045.91,0,UPI
SALE0726,2024-02-05,S002,P006,16,36131.22,5,Card
SALE0727,2024-05-02,S003,P020,5,283.79,10,UPI
SALE0728,2024-01-06,S001,P035,2,2238.01,0,Cash
SALE0729,2024-02-06,S004,P033,1,1791.44,0,Card
SALE0730,2024-02-07,S004,P028,12,1293.05,0,EMI
SALE0731,2024-02-13,S004,P008,4,3389.9,0,UPI
SALE0732,2024-03-26,S005,P005,4,2310.01,0,Cash
SALE0733,2024-02-15,S002,P039,14,738.22,10,Card
SALE0734,2024-06-19,S002,P028,10,1279.65,0,UPI
SALE0735,2024-05-07,S003,P007,12,1329.36,15,Cash
SALE0736,2024-06-16,S002,P001,5,61601.68,5,EMI
SALE0737,2024-01-29,S001,P031,19,783.83,15,UPI
SALE0738,2024-03-23,S001,P010,5,1558.72,5,UPI
SALE0739,2024-04-18,S004,P021,16,120.35,5,UPI
SALE0740,2024-04-08,S002,P009,14,494.06,10,EMI
SALE0741,2024-02-28,S005,P035,13,2220.13,15,EMI
SALE0742,2024-06-26,S005,P034,8,5514.1,0,UPI
SALE0743,2024-01-05,S002,P001,12,67199.8,0,Cash
SALE0744,2024-04-02,S003,P004,5,15775.86,0,EMI
SALE0745,2024-02-27,S002,P016,2,632.16,0,Card
SALE0746,2024-06-27,S001,P025,14,920.57,15,Cash
SALE0747,2024-05-02,S001,P038,20,2616.29,0,Card
SALE0748,2024-01-21,S002,P024,8,38.71,10,EMI
SALE0749,2024-04-30,S002,P010,5,1914.33,15,UPI
SALE0750,2024-03-27,S004,P031,15,885.55,15,Cash
SALE0751,2024-02-09,S001,P019,2,206.17,0,Card
SALE0752,2024-01-03,S002,P033,13,1747.11,15,EMI
SALE0753,2024-05-26,S003,P036,17,490.98,0,EMI
SALE0754,2024-01-24,S003,P011,17,3955.52,0,Card
SALE0755,2024-01-15,S005,P026,8,1634.11,15,Cash
SALE0756,2024-03-21,S004,P030,13,1673.52,0,Cash
SALE0757,2024-02-19,S004,P024,9,39.22,0,UPI
SALE0758,2024-01-08,S003,P039,8,673.47,10,Cash
SALE0759,2024-06-01,S002,P005,1,2653.87,0,Card
SALE0760,2024-06-12,S002,P036,2,478.6,0,Cash
SALE0761,2024-01-12,S004,P037,2,554.55,0,Cash
SALE0762,2024-04-11,S003,P023,17,61.92,5,UPI
SALE0763,2024-03-25,S001,P009,14,554.26,10,Cash
SALE0764,2024-01-07,S002,P033,19,1726.69,5,Cash
SALE0765,2024-02-08,S002,P019,15,154.17,15,Cash
SALE0766,2024-06-23,S002,P015,5,4735.9,0,UPI
SALE0767,2024-03-27,S002,P029,10,2057.74,5,Cash
SALE0768,2024-02-23,S002,P025,20,1001.61,0,EMI
SALE0769,2024-02-06,S001,P007,10,1170.74,0,EMI
SALE0770,2024-03-21,S004,P007,6,1329.84,0,Cash
SALE0771,2024-04-03,S005,P018,12,231.1,0,EMI
SALE0772,2024-03-06,S004,P017,15,375.35,0,Cash
SALE0773,2024-01-11,S004,P037,12,670.02,5,EMI
SALE0774,2024-04-22,S002,P040,12,977.1,10,UPI
SALE0775,2024-06-23,S001,P024,14,45.69,0,Cash
SALE0776,2024-03-03,S001,P040,18,801.81,0,UPI
SALE0777,2024-05-25,S002,P025,13,1086.7,0,EMI
SALE0778,2024-03-30,S001,P030,15,1481.53,10,EMI
SALE0779,2024-02-16,S001,P007,4,1323.02,5,EMI
SALE0780,2024-03-25,S004,P013,3,1166.11,10,EMI
SALE0781,2024-01-30,S004,P014,9,1595.53,10,Card
SALE0782,2024-06-12,S002,P031,7,753.0,0,EMI
SALE0783,2024-04-20,S003,P004,16,15281.7,0,Cash
SALE0784,2024-03-05,S003,P028,6,1042.88,0,UPI
SALE0785,2024-03-17,S001,P026,15,1924.85,10,Card
SALE0786,2024-01-14,S002,P017,3,406.48,5,UPI
SALE0787,2024-02-20,S002,P020,12,361.67,5,EMI
SALE0788,2024-06-27,S002,P035,14,2472.61,15,EMI
SALE0789,2024-06-01,S005,P001,7,55901.8,15,Card
SALE0790,2024-01-04,S003,P021,5,128.52,0,EMI
SALE0791,2024-06-21,S001,P021,14,103.04,15,Cash
SALE0792,2024-06-11,S002,P029,15,2273.24,10,Cash
SALE0793,2024-02-18,S002,P003,14,5288.59,0,EMI
SALE0794,2024-02-23,S003,P014,7,1895.09,10,Cash
SALE0795,2024-01-05,S003,P024,10,52.06,10,Cash
SALE0796,2024-04-15,S004,P032,14,945.08,10,EMI
SALE0797,2024-01-30,S003,P034,6,5065.59,0,Card
SALE0798,2024-02-11,S005,P036,18,515.44,0,EMI
SALE0799,2024-01-26,S005,P019,3,201.3,0,Cash
SALE0800,2024-04-15,S005,P002,4,25093.67,10,Cash
SALE0801,2024-05-28,S005,P029,2,2295.51,5,Card
SALE0802,2024-05-21,S004,P015,13,3726.13,5,Cash
SALE0803,2024-04-15,S004,P023,13,57.27,0,Card
SALE0804,2024-03-09,S003,P033,9,1454.16,5,Card
SALE0805,2024-01-09,S004,P001,1,54689.59,0,UPI
SALE0806,2024-05-26,S002,P022,14,242.82,5,Card
SALE0807,2024-01-14,S004,P040,19,948.13,15,EMI
SALE0808,2024-03-22,S004,P012,17,2310.4,0,Cash
SALE0809,2024-01-31,S005,P009,19,534.8,15,UPI
SALE0810,2024-03-23,S002,P036,7,450.89,0,EMI
SALE0811,2024-02-09,S005,P001,1,68603.92,10,Cash
SALE0812,2024-01-07,S004,P037,5,696.41,15,UPI
SALE0813,2024-06-16,S002,P012,8,2440.54,10,Card
SALE0814,2024-06-17,S003,P025,2,887.24,0,Cash
SALE0815,2024-01-29,S001,P038,15,2663.1,0,Cash
SALE0816,2024-03-08,S003,P010,6,1502.76,5,UPI
SALE0817,2024-01-26,S004,P014,16,1792.97,5,Cash
SALE0818,2024-02-23,S001,P032,14,953.46,0,EMI
SALE0819,2024-03-17,S002,P011,1,4732.69,15,Cash
SALE0820,2024-03-29,S003,P008,16,4424.38,10,Cash
SALE0821,2024-03-06,S005,P011,4,3682.64,0,Cash
SALE0822,2024-02-09,S005,P034,7,5814.82,0,Card
SALE0823,2024-02-05,S003,P002,8,21387.93,15,Card
SALE0824,2024-05-03,S003,P018,7,314.67,0,UPI
SALE0825,2024-04-21,S004,P030,17,1737.25,0,UPI
SALE0826,2024-06-24,S002,P012,9,3065.44,0,UPI
SALE0827,2024-05-04,S002,P011,14,4701.99,5,UPI
SALE0828,2024-01-28,S005,P021,20,107.87,0,UPI
SALE0829,2024-04-25,S001,P024,6,51.94,10,UPI
SALE0830,2024-03-16,S004,P038,20,2580.16,15,UPI
SALE0831,2024-01-30,S001,P026,6,1887.06,5,Card
SALE0832,2024-01-19,S002,P023,7,73.39,0,Card
SALE0833,2024-01-03,S001,P021,11,120.14,15,UPI
SALE0834,2024-05-25,S004,P014,11,1852.81,10,Cash
SALE0835,2024-06-03,S003,P025,7,974.18,0,UPI
SALE0836,2024-05-26,S001,P039,14,777.77,5,UPI
SALE0837,2024-02-20,S002,P021,2,124.75,5,Cash
SALE0838,2024-01-31,S004,P018,4,266.26,10,UPI
SALE0839,2024-03-01,S004,P038,19,1915.52,0,Cash
SALE0840,2024-02-03,S003,P030,13,1250.63,10,Cash
SALE0841,2024-01-18,S001,P022,16,228.81,5,UPI
SALE0842,2024-03-29,S003,P018,13,230.18,0,EMI
SALE0843,2024-04-10,S001,P040,10,1041.01,5,EMI
SALE0844,2024-06-07,S003,P008,4,3127.74,0,Cash
SALE0845,2024-03-23,S001,P009,14,438.05,0,Card
SALE0846,2024-01-02,S005,P024,2,41.68,0,Cash
SALE0847,2024-01-20,S003,P004,9,15986.43,10,EMI
SALE0848,2024-02-05,S002,P018,19,267.03,0,UPI
SALE0849,2024-04-15,S005,P010,15,1864.17,10,Card
SALE0850,2024-06-18,S004,P037,16,694.91,0,EMI
SALE0851,2024-03-08,S001,P015,10,4647.25,0,Card
SALE0852,2024-01-20,S001,P014,16,1367.14,0,Card
SALE0853,2024-02-18,S004,P030,16,1286.76,0,UPI
SALE0854,2024-06-16,S004,P020,5,351.17,0,Card
SALE0855,2024-04-08,S003,P015,15,4888.73,10,Card
SALE0856,2024-01-18,S002,P026,9,1652.81,15,UPI
SALE0857,2024-02-07,S001,P037,15,673.67,15,Cash
SALE0858,2024-04-27,S001,P016,6,532.53,5,EMI
SALE0859,2024-01-31,S003,P023,18,59.17,5,Card
SALE0860,2024-05-08,S004,P010,14,1763.49,0,EMI
SALE0861,2024-01-26,S003,P018,2,285.21,15,EMI
SALE0862,2024-02-18,S003,P013,13,1103.44,0,EMI
SALE0863,2024-01-28,S004,P034,2,5409.9,0,Card
SALE0864,2024-01-10,S001,P008,19,3445.84,0,Cash
SALE0865,2024-06-07,S002,P018,13,260.37,0,Card
SALE0866,2024-02-22,S004,P018,6,298.47,0,UPI
SALE0867,2024-01-01,S003,P039,4,648.13,15,EMI
SALE0868,2024-02-13,S002,P020,11,332.61,0,Card
SALE0869,2024-02-06,S004,P022,1,283.34,5,UPI
SALE0870,2024-03-08,S002,P002,3,22171.16,0,UPI
SALE0871,2024-01-01,S005,P031,16,911.94,5,Cash
SALE0872,2024-05-25,S001,P003,10,5533.77,10,Card
SALE0873,2024-01-26,S001,P010,10,1949.37,0,EMI
SALE0874,2024-05-19,S003,P032,9,1056.16,0,UPI
SALE0875,2024-03-31,S001,P030,10,1610.86,10,EMI
SALE0876,2024-06-24,S003,P008,17,4066.26,0,Card
SALE0877,2024-06-17,S002,P027,5,548.64,0,Card
SALE0878,2024-04-02,S004,P037,7,645.71,0,EMI
SALE0879,2024-06-09,S003,P007,18,1315.52,5,Card
SALE0880,2024-03-25,S003,P017,13,367.57,0,UPI
SALE0881,2024-05-28,S001,P013,17,1337.44,10,Cash
SALE0882,2024-05-25,S004,P028,12,1132.49,0,EMI
SALE0883,2024-06-23,S004,P010,5,1773.07,0,Card
SALE0884,2024-03-14,S004,P020,3,345.81,0,EMI
SALE0885,2024-03-13,S002,P003,19,4277.26,5,UPI
SALE0886,2024-03-31,S004,P001,1,55245.72,0,UPI
SALE0887,2024-06-19,S005,P019,18,159.11,0,UPI
SALE0888,2024-04-20,S002,P010,19,2021.2,0,Card
SALE0889,2024-03-31,S004,P003,8,5492.03,15,EMI
